"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 14, 2018","0.008794","0.009025","0.009040","0.008200","32.00K","-2.56%"
"Aug 13, 2018","0.009025","0.009390","0.009397","0.008935","14.25K","-3.88%"
"Aug 12, 2018","0.009390","0.009276","0.009696","0.009234","8.66K","1.23%"
"Aug 11, 2018","0.009276","0.009614","0.009614","0.009050","17.20K","-3.49%"
"Aug 10, 2018","0.009611","0.009620","0.009770","0.009500","16.35K","-0.09%"
"Aug 09, 2018","0.009620","0.009890","0.010082","0.009557","11.57K","-2.73%"
"Aug 08, 2018","0.009890","0.010030","0.010299","0.009700","22.28K","-1.40%"
"Aug 07, 2018","0.010030","0.010615","0.010650","0.009951","17.36K","-5.51%"
"Aug 06, 2018","0.010615","0.010620","0.010763","0.010528","10.98K","-0.05%"
"Aug 05, 2018","0.010620","0.010420","0.010651","0.010383","8.06K","1.92%"
"Aug 04, 2018","0.010420","0.010453","0.010660","0.010324","11.19K","-0.32%"
"Aug 03, 2018","0.010453","0.010110","0.010485","0.010101","13.15K","3.39%"
"Aug 02, 2018","0.010110","0.010210","0.010230","0.010070","6.33K","-0.98%"
"Aug 01, 2018","0.010210","0.010197","0.010309","0.010127","11.48K","0.13%"
"Jul 31, 2018","0.010197","0.010055","0.010210","0.009835","13.84K","1.41%"
"Jul 30, 2018","0.010055","0.010221","0.010302","0.010040","10.39K","-1.62%"
"Jul 29, 2018","0.010220","0.010204","0.010300","0.010150","7.65K","0.16%"
"Jul 28, 2018","0.010204","0.010290","0.010315","0.010168","4.76K","-0.83%"
"Jul 27, 2018","0.010290","0.010525","0.010565","0.010200","10.18K","-2.24%"
"Jul 26, 2018","0.010525","0.010570","0.010608","0.010408","9.55K","-0.33%"
"Jul 25, 2018","0.010560","0.010615","0.010761","0.010402","11.37K","-0.52%"
"Jul 24, 2018","0.010615","0.010537","0.011130","0.010335","19.43K","0.74%"
"Jul 23, 2018","0.010537","0.011115","0.011246","0.010532","11.73K","-5.20%"
"Jul 22, 2018","0.011115","0.011270","0.011277","0.011004","6.62K","-1.37%"
"Jul 21, 2018","0.011270","0.011160","0.011456","0.010946","6.95K","0.98%"
"Jul 20, 2018","0.011160","0.011502","0.011556","0.010511","32.47K","-3.00%"
